Freq.	V(n003)
1.82402167871183e+002	3.80943294945756e-003,5.37431316591546e-002
1.90998517204288e+002	4.17544253437908e-003,5.62521606880394e-002
2.00000000000001e+002	4.57645845234506e-003,5.88759298907630e-002
2.09425709610181e+002	5.01579666508869e-003,6.16193325064586e-002
2.19295639228638e+002	5.49708077147641e-003,6.44874175344552e-002
2.29630724299377e+002	6.02426924647154e-003,6.74853863293545e-002
2.40452886923484e+002	6.60168482767450e-003,7.06185875310412e-002
2.51785082358834e+002	7.23404616365407e-003,7.38925100502761e-002
2.63651347711282e+002	7.92650183179453e-003,7.73127737930763e-002
2.76076852920578e+002	8.68466682312413e-003,8.08851177656179e-002
2.89087954149187e+002	9.51466157668167e-003,8.46153851556898e-002
3.02712249687243e+002	1.04231536253867e-002,8.85095049366381e-002
3.16978638492224e+002	1.14174018879006e-002,9.25734694851995e-002
3.31917381487514e+002	1.25053036051999e-002,9.68133076456834e-002
3.47560165749877e+002	1.36954438749318e-002,1.01235052609844e-001
3.63940171721998e+002	1.49971476792465e-002,1.05844703914921e-001
3.81092143592651e+002	1.64205342306488e-002,1.10648182792423e-001
3.99052462993778e+002	1.79765733731826e-002,1.15651280028396e-001
4.17859226170810e+002	1.96771436704286e-002,1.20859595423610e-001
4.37552324789913e+002	2.15350916846362e-002,1.26278467871531e-001
4.58173530553557e+002	2.35642917999426e-002,1.31912895005749e-001
4.79766583803901e+002	2.57797057640891e-002,1.37767441310488e-001
5.02377286301919e+002	2.81974409144007e-002,1.43846133542425e-001
5.26053598379079e+002	3.08348058123163e-002,1.50152342285091e-001
5.50845740667636e+002	3.37103617341219e-002,1.56688648455800e-001
5.76806300625324e+002	3.68439681521489e-002,1.63456693617803e-001
6.03990344080407e+002	4.02568199900397e-002,1.70457013027576e-001
6.32455532033679e+002	4.39714740488233e-002,1.77688850480717e-001
6.62262242965186e+002	4.80118615807189e-002,1.85149954223530e-001
6.93473700905067e+002	5.24032835409086e-002,1.92836353486484e-001
7.26156109540207e+002	5.71723845838025e-002,2.00742115586937e-001
7.60378792641127e+002	6.23471014039845e-002,2.08859084059589e-001
7.96214341106999e+002	6.79565805731014e-002,2.17176598921627e-001
8.33738766940676e+002	7.40310606190307e-002,2.25681200982191e-001
8.73031664480337e+002	8.06017127668140e-002,2.34356323076536e-001
9.14176379229756e+002	8.77004345542513e-002,2.43181972253172e-001
9.57260184645283e+002	9.53595904993064e-002,2.52134408269087e-001
1.00237446725455e+003	1.03611694190149e-001,2.61185825244751e-001
1.04961492049955e+003	1.12489026657021e-001,2.70304044973659e-001
1.09908174771526e+003	1.22023186737664e-001,2.79452232128842e-001
1.15087987467432e+003	1.32244570434335e-001,2.88588643397124e-001
1.20511917214872e+003	1.43181778044446e-001,2.97666424311144e-001
1.26191468896040e+003	1.54860950179015e-001,3.06633469121562e-001
1.32138689601520e+003	1.67305036690714e-001,3.15432360311336e-001
1.38366194183788e+003	1.80533006009266e-001,3.24000405128757e-001
1.44887192014999e+003	1.94559006372703e-001,3.32269786614874e-001
1.51715515005838e+003	2.09391494836896e-001,3.40167845825249e-001
1.58865646944857e+003	2.25032354563397e-001,3.47617510105056e-001
1.66352754220535e+003	2.41476025474743e-001,3.54537879210744e-001
1.74192717991217e+003	2.58708677603646e-001,3.60844976677565e-001
1.82402167871183e+003	2.76707459963861e-001,3.66452668092397e-001
1.90998517204289e+003	2.95439860114231e-001,3.71273740940636e-001
2.00000000000002e+003	3.14863210346676e-001,3.75221132684578e-001
2.09425709610182e+003	3.34924375218121e-001,3.78209285076278e-001
2.19295639228639e+003	3.55559651672609e-001,3.80155593931000e-001
2.29630724299378e+003	3.76694907118060e-001,3.80981915329090e-001
2.40452886923484e+003	3.98245972583661e-001,3.80616082190335e-001
2.51785082358835e+003	4.20119297770289e-001,3.78993380101376e-001
2.63651347711284e+003	4.42212862940017e-001,3.76057928828926e-001
2.76076852920579e+003	4.64417329914628e-001,3.71763916618521e-001
2.89087954149188e+003	4.86617401878042e-001,3.66076638424131e-001
3.02712249687244e+003	5.08693350199728e-001,3.58973296607903e-001
3.16978638492225e+003	5.30522657092329e-001,3.50443533040310e-001
3.31917381487515e+003	5.51981716432952e-001,3.40489674260534e-001
3.47560165749878e+003	5.72947532125800e-001,3.29126685514101e-001
3.63940171722000e+003	5.93299354264970e-001,3.16381843997818e-001
3.81092143592653e+003	6.12920198020203e-001,3.02294155392898e-001
3.99052462993779e+003	6.31698198220342e-001,2.86913549713240e-001
4.17859226170812e+003	6.49527763358687e-001,2.70299901780408e-001
4.37552324789914e+003	6.66310505289883e-001,2.52521927671427e-001
4.58173530553559e+003	6.81955934223146e-001,2.33656010995152e-001
4.79766583803902e+003	6.96381921739912e-001,2.13785011878866e-001
5.02377286301921e+003	7.09514946577688e-001,1.92997107411671e-001
5.26053598379081e+003	7.21290148105606e-001,1.71384705535477e-001
5.50845740667638e+003	7.31651220271893e-001,1.49043465675978e-001
5.76806300625326e+003	7.40550184062083e-001,1.26071449498464e-001
6.03990344080409e+003	7.47947079117232e-001,1.02568414771892e-001
6.32455532033682e+003	7.53809615249779e-001,7.86352550704990e-002
6.62262242965188e+003	7.58112822416471e-001,5.43735784670266e-002
6.93473700905070e+003	7.60838733598115e-001,2.98854098841792e-002
7.26156109540210e+003	7.61976129364856e-001,5.27299466102399e-003
7.60378792641130e+003	7.61520366044685e-001,-1.93613246530346e-002
7.96214341107002e+003	7.59473301713894e-001,-4.39151901320080e-002
8.33738766940679e+003	7.55843326017146e-001,-6.82863029247839e-002
8.73031664480340e+003	7.50645491404592e-001,-9.23725246914128e-002
9.14176379229759e+003	7.43901735036784e-001,-1.16072039007239e-001
9.57260184645286e+003	7.35641172651622e-001,-1.39283602587066e-001
1.00237446725455e+004	7.25900438426342e-001,-1.61906911344917e-001
1.04961492049956e+004	7.14724038642624e-001,-1.83843099847275e-001
1.09908174771526e+004	7.02164682138959e-001,-2.04995384790673e-001
1.15087987467433e+004	6.88283547485644e-001,-2.25269853982042e-001
1.20511917214873e+004	6.73150445899103e-001,-2.44576392278564e-001
1.26191468896040e+004	6.56843840419132e-001,-2.62829725532785e-001
1.32138689601521e+004	6.39450685992961e-001,-2.79950553385500e-001
1.38366194183789e+004	6.21066061873153e-001,-2.95866732442820e-001
1.44887192015000e+004	6.01792576970848e-001,-3.10514463698597e-001
1.51715515005838e+004	5.81739540112310e-001,-3.23839432730666e-001
1.58865646944858e+004	5.61021899896019e-001,-3.35797848818562e-001
1.66352754220536e+004	5.39758972210679e-001,-3.46357330126452e-001
1.74192717991218e+004	5.18072986483255e-001,-3.55497586635891e-001
1.82402167871184e+004	4.96087493363261e-001,-3.63210860461014e-001
1.90998517204289e+004	4.73925685854957e-001,-3.69502094076576e-001
2.00000000000000e+004	4.51708692090198e-001,-3.74388810086772e-001
